date,home,away,result,played,boxscore
2027-04-17,SAN,BOS,3-4,1,
2027-04-17,SAN1,HOU,6-8,1,
2027-04-17,SEA,LOS,1-3,1,
2027-04-17,WAS,POR,5-10,1,
2027-04-19,BOS,SAN,8-1,1,
2027-04-19,COL,DEN,2-6,1,
2027-04-19,HOU,SAN1,5-2,1,
2027-04-19,LOS,SEA,2-1,1,
2027-04-19,NAS,MIL,4-5,1,
2027-04-19,NEW,DAL,1-4,1,
2027-04-19,POR,WAS,6-1,1,
2027-04-20,BOS,SAN,4-2,1,
2027-04-20,COL,DEN,4-0,1,
2027-04-20,HOU,SAN1,3-0,1,
2027-04-20,LOS,SEA,5-7,1,
2027-04-20,NAS,MIL,7-3,1,
2027-04-20,NEW,DAL,5-2,1,
2027-04-20,POR,WAS,2-1,1,
2027-04-21,BOS,SAN,11-3,1,
2027-04-21,COL,DEN,5-1,1,
2027-04-21,HOU,SAN1,8-3,1,
2027-04-21,LOS,SEA,1-2,1,
2027-04-21,NAS,MIL,6-10,1,
2027-04-21,NEW,DAL,6-7,1,
2027-04-21,POR,WAS,4-3,1,
2027-04-22,BOS,SAN,5-3,1,
2027-04-22,COL,DEN,3-2,1,
2027-04-22,HOU,SAN1,1-0,1,
2027-04-22,LOS,SEA,4-2,1,
2027-04-22,NAS,MIL,6-3,1,
2027-04-22,NEW,DAL,4-5,1,
2027-04-22,POR,WAS,2-11,1,
2027-04-24,DAL,BOS,4-5,1,
2027-04-24,DEN,SEA,0-3,1,
2027-04-24,LOS,NAS,2-8,1,
2027-04-24,MIL,POR,3-4,1,
2027-04-24,SAN,HOU,2-3,1,
2027-04-24,SAN1,COL,3-2,1,
2027-04-24,WAS,NEW,1-11,1,
2027-04-25,DAL,BOS,1-4,1,
2027-04-25,DEN,SEA,9-2,1,
2027-04-25,LOS,NAS,1-10,1,
2027-04-25,MIL,POR,2-3,1,
2027-04-25,SAN,HOU,4-1,1,
2027-04-25,SAN1,COL,4-0,1,
2027-04-25,WAS,NEW,3-5,1,
2027-04-26,DAL,BOS,3-4,1,
2027-04-26,DEN,SEA,3-4,1,
2027-04-26,LOS,NAS,5-7,1,
2027-04-26,MIL,POR,5-3,1,
2027-04-26,SAN,HOU,4-2,1,
2027-04-26,SAN1,COL,6-5,1,
2027-04-26,WAS,NEW,3-0,1,
2027-04-28,BOS,DAL,2-4,1,
2027-04-28,COL,SAN1,5-2,1,
2027-04-28,HOU,SAN,6-2,1,
2027-04-28,NAS,LOS,5-4,1,
2027-04-28,NEW,WAS,3-7,1,
2027-04-28,POR,MIL,5-3,1,
2027-04-28,SEA,DEN,1-5,1,
2027-04-29,BOS,DAL,6-5,1,
2027-04-29,COL,SAN1,6-2,1,
2027-04-29,HOU,SAN,2-3,1,
2027-04-29,NAS,LOS,6-1,1,
2027-04-29,NEW,WAS,3-1,1,
2027-04-29,POR,MIL,0-5,1,
2027-04-29,SEA,DEN,2-7,1,
2027-04-30,BOS,DAL,2-0,1,
2027-04-30,COL,SAN1,4-3,1,
2027-04-30,HOU,SAN,3-5,1,
2027-04-30,NAS,LOS,1-3,1,
2027-04-30,NEW,WAS,4-3,1,
2027-04-30,POR,MIL,1-7,1,
2027-04-30,SEA,DEN,8-5,1,
2027-05-01,BOS,DAL,3-2,1,
2027-05-01,COL,SAN1,3-2,1,
2027-05-01,HOU,SAN,4-5,1,
2027-05-01,NAS,LOS,4-6,1,
2027-05-01,NEW,WAS,3-9,1,
2027-05-01,POR,MIL,2-0,1,
2027-05-01,SEA,DEN,4-3,1,
2027-05-03,DAL,HOU,3-1,1,
2027-05-03,DEN,LOS,4-5,1,
2027-05-03,MIL,NEW,3-5,1,
2027-05-03,NAS,POR,4-3,1,
2027-05-03,SAN,COL,3-2,1,
2027-05-03,SAN1,SEA,3-1,1,
2027-05-03,WAS,BOS,3-8,1,
2027-05-04,DAL,HOU,10-3,1,
2027-05-04,DEN,LOS,5-2,1,
2027-05-04,MIL,NEW,2-4,1,
2027-05-04,NAS,POR,1-3,1,
2027-05-04,SAN,COL,4-5,1,
2027-05-04,SAN1,SEA,0-2,1,
2027-05-04,WAS,BOS,3-2,1,
2027-05-05,DAL,HOU,2-11,1,
2027-05-05,DEN,LOS,8-9,1,
2027-05-05,MIL,NEW,7-0,1,
2027-05-05,NAS,POR,6-4,1,
2027-05-05,SAN,COL,3-0,1,
2027-05-05,SAN1,SEA,3-4,1,
2027-05-05,WAS,BOS,7-6,1,
2027-05-07,BOS,WAS,5-3,1,
2027-05-07,COL,SAN,4-9,1,
2027-05-07,HOU,DAL,3-1,1,
2027-05-07,LOS,DEN,6-5,1,
2027-05-07,NEW,MIL,3-0,1,
2027-05-07,POR,NAS,6-4,1,
2027-05-07,SEA,SAN1,4-0,1,
2027-05-08,BOS,WAS,0-6,1,
2027-05-08,COL,SAN,4-1,1,
2027-05-08,HOU,DAL,2-1,1,
2027-05-08,LOS,DEN,6-5,1,
2027-05-08,NEW,MIL,0-5,1,
2027-05-08,POR,NAS,4-5,1,
2027-05-08,SEA,SAN1,1-3,1,
2027-05-09,BOS,WAS,7-1,1,
2027-05-09,COL,SAN,4-6,1,
2027-05-09,HOU,DAL,2-6,1,
2027-05-09,LOS,DEN,4-5,1,
2027-05-09,NEW,MIL,3-3,1,
2027-05-09,POR,NAS,8-1,1,
2027-05-09,SEA,SAN1,0-2,1,
2027-05-10,BOS,WAS,4-3,1,
2027-05-10,COL,SAN,6-8,1,
2027-05-10,HOU,DAL,5-2,1,
2027-05-10,LOS,DEN,4-7,1,
2027-05-10,NEW,MIL,2-5,1,
2027-05-10,POR,NAS,1-0,1,
2027-05-10,SEA,SAN1,9-7,1,
2027-05-12,DAL,COL,5-3,1,
2027-05-12,LOS,POR,2-3,1,
2027-05-12,MIL,BOS,4-6,1,
2027-05-12,NAS,NEW,2-5,1,
2027-05-12,SAN,SEA,0-3,1,
2027-05-12,SAN1,DEN,5-4,1,
2027-05-12,WAS,HOU,2-1,1,
2027-05-13,DAL,COL,3-1,1,
2027-05-13,LOS,POR,2-4,1,
2027-05-13,MIL,BOS,4-5,1,
2027-05-13,NAS,NEW,6-4,1,
2027-05-13,SAN,SEA,4-5,1,
2027-05-13,SAN1,DEN,2-13,1,
2027-05-13,WAS,HOU,9-13,1,
2027-05-14,DAL,COL,4-3,1,
2027-05-14,LOS,POR,2-8,1,
2027-05-14,MIL,BOS,7-4,1,
2027-05-14,NAS,NEW,5-7,1,
2027-05-14,SAN,SEA,1-2,1,
2027-05-14,SAN1,DEN,7-6,1,
2027-05-14,WAS,HOU,2-1,1,
2027-05-16,BOS,MIL,4-8,1,
2027-05-16,COL,DAL,0-9,1,
2027-05-16,DEN,SAN1,4-3,1,
2027-05-16,HOU,WAS,3-1,1,
2027-05-16,NEW,NAS,3-7,1,
2027-05-16,POR,LOS,4-6,1,
2027-05-16,SEA,SAN,1-2,1,
2027-05-17,BOS,MIL,3-2,1,
2027-05-17,COL,DAL,7-6,1,
2027-05-17,DEN,SAN1,1-2,1,
2027-05-17,HOU,WAS,3-2,1,
2027-05-17,NEW,NAS,4-5,1,
2027-05-17,POR,LOS,0-3,1,
2027-05-17,SEA,SAN,4-0,1,
2027-05-18,BOS,MIL,1-7,1,
2027-05-18,COL,DAL,7-8,1,
2027-05-18,DEN,SAN1,1-2,1,
2027-05-18,HOU,WAS,2-5,1,
2027-05-18,NEW,NAS,2-6,1,
2027-05-18,POR,LOS,4-2,1,
2027-05-18,SEA,SAN,1-4,1,
2027-05-19,BOS,MIL,3-1,1,
2027-05-19,COL,DAL,3-6,1,
2027-05-19,DEN,SAN1,5-6,1,
2027-05-19,HOU,WAS,12-1,1,
2027-05-19,NEW,NAS,3-5,1,
2027-05-19,POR,LOS,1-4,1,
2027-05-19,SEA,SAN,3-6,1,
2027-05-21,DAL,SEA,0-2,1,
2027-05-21,MIL,HOU,4-0,1,
2027-05-21,NAS,BOS,4-1,1,
2027-05-21,POR,NEW,0-1,1,
2027-05-21,SAN,DEN,5-1,1,
2027-05-21,SAN1,LOS,3-2,1,
2027-05-21,WAS,COL,2-0,1,
2027-05-22,DAL,SEA,7-2,1,
2027-05-22,MIL,HOU,4-3,1,
2027-05-22,NAS,BOS,5-4,1,
2027-05-22,POR,NEW,0-5,1,
2027-05-22,SAN,DEN,5-4,1,
2027-05-22,SAN1,LOS,4-5,1,
2027-05-22,WAS,COL,2-1,1,
2027-05-23,DAL,SEA,6-2,1,
2027-05-23,MIL,HOU,6-5,1,
2027-05-23,NAS,BOS,3-4,1,
2027-05-23,POR,NEW,2-3,1,
2027-05-23,SAN,DEN,1-10,1,
2027-05-23,SAN1,LOS,9-2,1,
2027-05-23,WAS,COL,4-3,1,
2027-05-25,BOS,NAS,8-3,1,
2027-05-25,COL,WAS,4-2,1,
2027-05-25,DEN,SAN,0-5,1,
2027-05-25,HOU,MIL,5-7,1,
2027-05-25,LOS,SAN1,0-6,1,
2027-05-25,NEW,POR,9-8,1,
2027-05-25,SEA,DAL,0-2,1,
2027-05-26,BOS,NAS,5-2,1,
2027-05-26,COL,WAS,1-3,1,
2027-05-26,DEN,SAN,12-4,1,
2027-05-26,HOU,MIL,2-6,1,
2027-05-26,LOS,SAN1,5-0,1,
2027-05-26,NEW,POR,6-0,1,
2027-05-26,SEA,DAL,2-0,1,
2027-05-27,BOS,NAS,14-4,1,
2027-05-27,COL,WAS,4-1,1,
2027-05-27,DEN,SAN,4-8,1,
2027-05-27,HOU,MIL,8-6,1,
2027-05-27,LOS,SAN1,4-1,1,
2027-05-27,NEW,POR,5-1,1,
2027-05-27,SEA,DAL,8-4,1,
2027-05-29,DAL,DEN,4-2,1,
2027-05-29,LOS,NEW,0-6,1,
2027-05-29,MIL,COL,9-2,1,
2027-05-29,NAS,HOU,2-1,1,
2027-05-29,POR,BOS,3-10,1,
2027-05-29,SAN,SAN1,3-2,1,
2027-05-29,WAS,SEA,4-2,1,
2027-05-30,DAL,DEN,3-10,1,
2027-05-30,LOS,NEW,1-15,1,
2027-05-30,MIL,COL,5-2,1,
2027-05-30,NAS,HOU,6-9,1,
2027-05-30,POR,BOS,1-6,1,
2027-05-30,SAN,SAN1,2-0,1,
2027-05-30,WAS,SEA,0-4,1,
2027-05-31,DAL,DEN,8-7,1,
2027-05-31,LOS,NEW,2-3,1,
2027-05-31,MIL,COL,8-4,1,
2027-05-31,NAS,HOU,3-4,1,
2027-05-31,POR,BOS,6-1,1,
2027-05-31,SAN,SAN1,7-0,1,
2027-05-31,WAS,SEA,0-7,1,
2027-06-02,BOS,POR,4-1,1,
2027-06-02,COL,MIL,0-3,1,
2027-06-02,DEN,DAL,3-1,1,
2027-06-02,HOU,NAS,4-8,1,
2027-06-02,NEW,LOS,5-4,1,
2027-06-02,SAN1,SAN,3-5,1,
2027-06-02,SEA,WAS,5-0,1,
2027-06-03,BOS,POR,9-2,1,
2027-06-03,COL,MIL,3-1,1,
2027-06-03,DEN,DAL,4-2,1,
2027-06-03,HOU,NAS,3-6,1,
2027-06-03,NEW,LOS,9-1,1,
2027-06-03,SAN1,SAN,2-1,1,
2027-06-03,SEA,WAS,4-3,1,
2027-06-04,BOS,POR,4-7,1,
2027-06-04,COL,MIL,5-4,1,
2027-06-04,DEN,DAL,1-0,1,
2027-06-04,HOU,NAS,1-7,1,
2027-06-04,NEW,LOS,3-2,1,
2027-06-04,SAN1,SAN,7-3,1,
2027-06-04,SEA,WAS,4-2,1,
2027-06-06,DAL,SAN1,3-1,1,
2027-06-06,MIL,SEA,2-0,1,
2027-06-06,NAS,COL,8-10,1,
2027-06-06,NEW,BOS,6-7,1,
2027-06-06,POR,HOU,3-4,1,
2027-06-06,SAN,LOS,7-5,1,
2027-06-06,WAS,DEN,2-7,1,
2027-06-07,DAL,SAN1,8-6,1,
2027-06-07,MIL,SEA,7-4,1,
2027-06-07,NAS,COL,4-3,1,
2027-06-07,NEW,BOS,5-3,1,
2027-06-07,POR,HOU,3-4,1,
2027-06-07,SAN,LOS,2-1,1,
2027-06-07,WAS,DEN,8-5,1,
2027-06-08,DAL,SAN1,0-5,1,
2027-06-08,MIL,SEA,2-1,1,
2027-06-08,NAS,COL,3-2,1,
2027-06-08,NEW,BOS,10-6,1,
2027-06-08,POR,HOU,3-5,1,
2027-06-08,SAN,LOS,4-1,1,
2027-06-08,WAS,DEN,1-7,1,
2027-06-10,BOS,NEW,3-4,1,
2027-06-10,COL,NAS,3-7,1,
2027-06-10,DEN,WAS,0-2,1,
2027-06-10,HOU,POR,3-4,1,
2027-06-10,LOS,SAN,2-3,1,
2027-06-10,SAN1,DAL,4-3,1,
2027-06-10,SEA,MIL,7-6,1,
2027-06-11,BOS,NEW,1-0,1,
2027-06-11,COL,NAS,4-7,1,
2027-06-11,DEN,WAS,4-1,1,
2027-06-11,HOU,POR,3-1,1,
2027-06-11,LOS,SAN,2-5,1,
2027-06-11,SAN1,DAL,4-2,1,
2027-06-11,SEA,MIL,3-6,1,
2027-06-12,BOS,NEW,1-7,1,
2027-06-12,COL,NAS,0-7,1,
2027-06-12,DEN,WAS,4-2,1,
2027-06-12,HOU,POR,2-1,1,
2027-06-12,LOS,SAN,5-1,1,
2027-06-12,SAN1,DAL,5-4,1,
2027-06-12,SEA,MIL,5-0,1,
2027-06-14,DAL,SAN,2-3,1,
2027-06-14,LOS,BOS,3-6,1,
2027-06-14,MIL,DEN,3-5,1,
2027-06-14,NAS,SEA,14-1,1,
2027-06-14,NEW,HOU,5-1,1,
2027-06-14,POR,COL,0-1,1,
2027-06-14,WAS,SAN1,4-3,1,
2027-06-15,DAL,SAN,2-12,1,
2027-06-15,LOS,BOS,3-4,1,
2027-06-15,MIL,DEN,6-5,1,
2027-06-15,NAS,SEA,3-2,1,
2027-06-15,NEW,HOU,8-1,1,
2027-06-15,POR,COL,2-0,1,
2027-06-15,WAS,SAN1,4-5,1,
2027-06-16,DAL,SAN,7-4,1,
2027-06-16,LOS,BOS,4-9,1,
2027-06-16,MIL,DEN,4-1,1,
2027-06-16,NAS,SEA,9-4,1,
2027-06-16,NEW,HOU,1-7,1,
2027-06-16,POR,COL,3-7,1,
2027-06-16,WAS,SAN1,5-4,1,
2027-06-18,BOS,LOS,5-4,1,
2027-06-18,COL,POR,6-1,1,
2027-06-18,DEN,MIL,6-5,1,
2027-06-18,HOU,NEW,2-6,1,
2027-06-18,SAN,DAL,4-12,1,
2027-06-18,SAN1,WAS,1-4,1,
2027-06-18,SEA,NAS,2-1,1,
2027-06-19,BOS,LOS,2-3,1,
2027-06-19,COL,POR,5-2,1,
2027-06-19,DEN,MIL,10-2,1,
2027-06-19,HOU,NEW,2-1,1,
2027-06-19,SAN,DAL,6-5,1,
2027-06-19,SAN1,WAS,2-1,1,
2027-06-19,SEA,NAS,7-0,1,
2027-06-20,BOS,LOS,6-3,1,
2027-06-20,COL,POR,3-5,1,
2027-06-20,DEN,MIL,1-4,1,
2027-06-20,HOU,NEW,4-7,1,
2027-06-20,SAN,DAL,2-5,1,
2027-06-20,SAN1,WAS,3-2,1,
2027-06-20,SEA,NAS,6-8,1,
2027-06-22,BOS,HOU,4-7,1,
2027-06-22,DAL,LOS,2-0,1,
2027-06-22,MIL,SAN1,4-7,1,
2027-06-22,NAS,DEN,2-3,1,
2027-06-22,NEW,COL,4-3,1,
2027-06-22,POR,SEA,8-10,1,
2027-06-22,WAS,SAN,5-7,1,
2027-06-23,BOS,HOU,8-5,1,
2027-06-23,DAL,LOS,5-8,1,
2027-06-23,MIL,SAN1,8-2,1,
2027-06-23,NAS,DEN,5-3,1,
2027-06-23,NEW,COL,8-6,1,
2027-06-23,POR,SEA,3-6,1,
2027-06-23,WAS,SAN,4-5,1,
2027-06-24,BOS,HOU,7-6,1,
2027-06-24,DAL,LOS,7-3,1,
2027-06-24,MIL,SAN1,5-10,1,
2027-06-24,NAS,DEN,8-3,1,
2027-06-24,NEW,COL,4-5,1,
2027-06-24,POR,SEA,5-2,1,
2027-06-24,WAS,SAN,1-3,1,
2027-06-26,COL,NEW,4-2,1,
2027-06-26,DEN,NAS,0-1,1,
2027-06-26,HOU,BOS,1-9,1,
2027-06-26,LOS,DAL,0-8,1,
2027-06-26,SAN,WAS,2-6,1,
2027-06-26,SAN1,MIL,8-7,1,
2027-06-26,SEA,POR,7-6,1,
2027-06-27,COL,NEW,11-4,1,
2027-06-27,DEN,NAS,4-8,1,
2027-06-27,HOU,BOS,6-9,1,
2027-06-27,LOS,DAL,1-3,1,
2027-06-27,SAN,WAS,3-4,1,
2027-06-27,SAN1,MIL,5-4,1,
2027-06-27,SEA,POR,4-3,1,
2027-06-28,COL,NEW,2-0,1,
2027-06-28,DEN,NAS,0-1,1,
2027-06-28,HOU,BOS,4-2,1,
2027-06-28,LOS,DAL,7-5,1,
2027-06-28,SAN,WAS,2-1,1,
2027-06-28,SAN1,MIL,0-5,1,
2027-06-28,SEA,POR,6-5,1,
2027-06-30,BOS,COL,7-1,1,
2027-06-30,LOS,HOU,8-1,1,
2027-06-30,MIL,SAN,5-6,1,
2027-06-30,NAS,SAN1,5-4,1,
2027-06-30,NEW,SEA,8-10,1,
2027-06-30,POR,DEN,3-6,1,
2027-06-30,WAS,DAL,5-0,1,
2027-07-01,BOS,COL,4-9,1,
2027-07-01,LOS,HOU,1-5,1,
2027-07-01,MIL,SAN,5-3,1,
2027-07-01,NAS,SAN1,2-3,1,
2027-07-01,NEW,SEA,6-7,1,
2027-07-01,POR,DEN,0-2,1,
2027-07-01,WAS,DAL,1-6,1,
2027-07-02,BOS,COL,6-2,1,
2027-07-02,LOS,HOU,11-7,1,
2027-07-02,MIL,SAN,4-5,1,
2027-07-02,NAS,SAN1,2-5,1,
2027-07-02,NEW,SEA,5-3,1,
2027-07-02,POR,DEN,4-2,1,
2027-07-02,WAS,DAL,2-9,1,
2027-07-04,COL,BOS,1-7,1,
2027-07-04,DAL,WAS,7-3,1,
2027-07-04,DEN,POR,3-1,1,
2027-07-04,HOU,LOS,5-3,1,
2027-07-04,SAN,MIL,2-5,1,
2027-07-04,SAN1,NAS,5-1,1,
2027-07-04,SEA,NEW,4-8,1,
2027-07-05,COL,BOS,5-1,1,
2027-07-05,DAL,WAS,2-6,1,
2027-07-05,DEN,POR,4-3,1,
2027-07-05,HOU,LOS,6-7,1,
2027-07-05,SAN,MIL,8-2,1,
2027-07-05,SAN1,NAS,3-0,1,
2027-07-05,SEA,NEW,2-4,1,
2027-07-06,COL,BOS,5-4,1,
2027-07-06,DAL,WAS,4-1,1,
2027-07-06,DEN,POR,4-7,1,
2027-07-06,HOU,LOS,0-5,1,
2027-07-06,SAN,MIL,2-5,1,
2027-07-06,SAN1,NAS,4-5,1,
2027-07-06,SEA,NEW,2-1,1,
2027-07-08,BOS,SEA,6-5,1,
2027-07-08,HOU,COL,1-3,1,
2027-07-08,MIL,DAL,3-5,1,
2027-07-08,NAS,SAN,10-6,1,
2027-07-08,NEW,DEN,1-4,1,
2027-07-08,POR,SAN1,1-3,1,
2027-07-08,WAS,LOS,7-1,1,
2027-07-09,BOS,SEA,2-0,1,
2027-07-09,HOU,COL,6-5,1,
2027-07-09,MIL,DAL,3-6,1,
2027-07-09,NAS,SAN,5-4,1,
2027-07-09,NEW,DEN,2-4,1,
2027-07-09,POR,SAN1,2-3,1,
2027-07-09,WAS,LOS,7-1,1,
2027-07-10,BOS,SEA,5-3,1,
2027-07-10,HOU,COL,7-3,1,
2027-07-10,MIL,DAL,2-7,1,
2027-07-10,NAS,SAN,4-5,1,
2027-07-10,NEW,DEN,9-2,1,
2027-07-10,POR,SAN1,5-8,1,
2027-07-10,WAS,LOS,5-3,1,
2027-07-12,COL,HOU,3-1,1,
2027-07-12,DAL,MIL,2-9,1,
2027-07-12,DEN,NEW,2-6,1,
2027-07-12,LOS,WAS,4-2,1,
2027-07-12,SAN,NAS,1-3,1,
2027-07-12,SAN1,POR,2-8,1,
2027-07-12,SEA,BOS,1-9,1,
2027-07-13,COL,HOU,5-2,1,
2027-07-13,DAL,MIL,1-2,1,
2027-07-13,DEN,NEW,3-2,1,
2027-07-13,LOS,WAS,6-1,1,
2027-07-13,SAN,NAS,6-7,1,
2027-07-13,SAN1,POR,3-2,1,
2027-07-13,SEA,BOS,3-5,1,
2027-07-14,COL,HOU,0-2,1,
2027-07-14,DAL,MIL,7-6,1,
2027-07-14,DEN,NEW,11-7,1,
2027-07-14,LOS,WAS,2-3,1,
2027-07-14,SAN,NAS,3-11,1,
2027-07-14,SAN1,POR,2-0,1,
2027-07-14,SEA,BOS,1-5,1,
2027-07-22,COL,LOS,3-1,1,
2027-07-22,DAL,NAS,3-2,1,
2027-07-22,DEN,BOS,4-2,1,
2027-07-22,SAN,POR,3-4,1,
2027-07-22,SAN1,NEW,2-6,1,
2027-07-22,SEA,HOU,4-3,1,
2027-07-22,WAS,MIL,0-7,1,
2027-07-23,COL,LOS,1-0,1,
2027-07-23,DAL,NAS,7-2,1,
2027-07-23,DEN,BOS,0-4,1,
2027-07-23,SAN,POR,2-0,1,
2027-07-23,SAN1,NEW,4-2,1,
2027-07-23,SEA,HOU,12-3,1,
2027-07-23,WAS,MIL,2-7,1,
2027-07-24,COL,LOS,1-2,1,
2027-07-24,DAL,NAS,3-1,1,
2027-07-24,DEN,BOS,3-7,1,
2027-07-24,SAN,POR,9-0,1,
2027-07-24,SAN1,NEW,4-8,1,
2027-07-24,SEA,HOU,2-1,1,
2027-07-24,WAS,MIL,3-6,1,
2027-07-26,BOS,DEN,8-2,1,
2027-07-26,HOU,SEA,7-1,1,
2027-07-26,LOS,COL,1-4,1,
2027-07-26,MIL,WAS,2-0,1,
2027-07-26,NAS,DAL,5-2,1,
2027-07-26,NEW,SAN1,2-3,1,
2027-07-26,POR,SAN,4-8,1,
2027-07-27,BOS,DEN,7-4,1,
2027-07-27,HOU,SEA,0-3,1,
2027-07-27,LOS,COL,9-5,1,
2027-07-27,MIL,WAS,5-7,1,
2027-07-27,NAS,DAL,7-2,1,
2027-07-27,NEW,SAN1,0-5,1,
2027-07-27,POR,SAN,1-9,1,
2027-07-28,BOS,DEN,6-1,1,
2027-07-28,HOU,SEA,1-3,1,
2027-07-28,LOS,COL,4-8,1,
2027-07-28,MIL,WAS,7-2,1,
2027-07-28,NAS,DAL,6-2,1,
2027-07-28,NEW,SAN1,1-3,1,
2027-07-28,POR,SAN,1-5,1,
2027-07-30,DAL,POR,3-2,1,
2027-07-30,DEN,HOU,5-8,1,
2027-07-30,LOS,MIL,0-8,1,
2027-07-30,SAN,NEW,3-5,1,
2027-07-30,SAN1,BOS,3-5,1,
2027-07-30,SEA,COL,8-1,1,
2027-07-30,WAS,NAS,4-3,1,
2027-07-31,DAL,POR,8-6,1,
2027-07-31,DEN,HOU,5-7,1,
2027-07-31,LOS,MIL,1-10,1,
2027-07-31,SAN,NEW,4-3,1,
2027-07-31,SAN1,BOS,8-12,1,
2027-07-31,SEA,COL,4-1,1,
2027-07-31,WAS,NAS,2-6,1,
2027-08-01,DAL,POR,6-3,1,
2027-08-01,DEN,HOU,3-7,1,
2027-08-01,LOS,MIL,4-3,1,
2027-08-01,SAN,NEW,0-9,1,
2027-08-01,SAN1,BOS,3-5,1,
2027-08-01,SEA,COL,4-5,1,
2027-08-01,WAS,NAS,3-1,1,
2027-08-03,BOS,SAN1,2-6,1,
2027-08-03,COL,SEA,0-2,1,
2027-08-03,HOU,DEN,2-3,1,
2027-08-03,MIL,LOS,4-5,1,
2027-08-03,NAS,WAS,3-2,1,
2027-08-03,NEW,SAN,4-3,1,
2027-08-03,POR,DAL,1-3,1,
2027-08-04,BOS,SAN1,0-1,1,
2027-08-04,COL,SEA,6-5,1,
